TimeSinceMark,CurrentStage,AltitudeASL,DownRange,SpeedSurface,SpeedOrbital,Mass,Acceleration,Q,AoA,AoS,AoD,AltitudeTrue,Pitch,GravityLosses,DragLosses,SteeringLosses,DeltaVExpended
0,4,83.3381196446018,0,0.00294644692590178,174.966586798892,73.9634214118123,0.994860648043272,4.96648628445483E-06,0,0,0,10.9234592280292,89.9520935058594,0,0,0,0
0.0200000000186265,3,83.3381196335424,0,0.00294662482614905,174.966587524004,73.9634214118123,0.994862169572875,4.96541269639044E-06,0,0,0,10.9234593919327,89.9520935058594,0,1.88138177138823E-11,0,0
0.220000000204891,3,83.4716308561619,0,1.00632439199933,174.969092583756,73.0647351816297,1.46013304760526,0.388130028861696,-0.189272268943469,-0.0564509257621221,0.430454047822341,10.9784560806281,89.9286468505859,0.0112807133918889,3.66304562133102E-06,3.7600410517815,3.77694157800782
0.420000000391155,3,83.8778619917808,0,2.83452154609052,174.981857132063,72.9660585001111,1.92683811777867,4.02055625812035,0.00162898213409763,-0.0950561798789652,0.100843863999275,11.2502274420275,89.9293273925781,0.0430537909322893,2.88714823659288E-05,7.48585062363194,7.55900815409507
0.62000000057742,3,84.6503488777904,0,4.66811268745628,175.020637703343,72.8673722818494,1.9295905109679,11.5001897515325,0.0148263981157226,-0.0610019676862577,0.0560513862474357,11.8578098265443,89.9463531494141,0.0953684551971312,9.78491893846548E-05,11.1758112647756,11.3462359988814
0.820000000763685,3,85.7901320878766,0,6.50685073966335,175.077589993053,72.7686908319592,1.93221737850677,22.8568750331848,0.00770817521674088,-0.0380903631632125,0.0265090082792623,12.8322256749449,89.9420593261719,0.16826562958101,0.000233943477302931,14.8314174786357,15.1386572414845
1.02000000094995,3,87.298239256104,0.0126440545532682,8.3507352487738,175.153045146284,72.6700093820691,1.9348347691752,38.1197398558287,0.0128792420964248,-0.0504363212021927,0.0505548427614602,14.1745044389938,89.9546417236328,0.261779270085357,0.000460823974982926,18.45136310166,18.9363095002475
1.22000000113621,3,89.1757006219239,0.0178813934326172,10.1997740391099,175.250320109189,72.571327932179,1.93745743209005,57.3169585836143,0.0132643625329614,-0.0400348746110169,0.0344060414691398,15.8856713518966,89.9559051513672,0.37593485021579,0.00080175700292138,22.0361993598712,22.7392283839079
1.42000000132248,3,91.4235487750033,0.0199920056238752,12.0539882259983,175.365951733018,72.4726464822888,1.94008656521082,80.4759869154644,0.013458963389298,-0.0437695447988149,0.0407947393953555,17.9667625530099,89.9632446289063,0.510752771024103,0.00128106459252796,25.5856141450792,26.5474502597753
1.62000000150874,3,94.042821197561,0.0219001448999331,13.9133881669643,175.502597034598,72.3739602640271,1.94272197969645,107.623256142622,0.0146725570893559,-0.0435499999430003,0.040545056494835,20.4188126926764,89.9618225097656,0.666244652504135,0.00192279878601634,29.0995115958155,30.3610112577858
1.82000000169501,3,97.0345553831896,0.0268220901489258,15.7779904919945,175.659012671636,72.2752835825086,1.94536337362726,138.784379064127,0.0145818667456446,-0.0437418130243325,0.0416117756612644,23.2428556564415,89.9667510986328,0.842416014984509,0.00275144987119937,32.5779314822112,34.1799471810735
2.02000000188127,3,100.399794693606,0.0309714819354214,17.6478081483725,175.835735751381,72.1765973642468,1.94801061470959,173.983892253184,0.015145241077511,-0.0456415223399886,0.0431031976495667,26.4399344489246,89.9700775146484,1.03926483566832,0.00379192438211259,36.0207071175104,38.0042962095849
2.22000000206754,3,104.139582529175,0.0389715934712351,19.5228562309807,176.03289102521,72.0779159143567,1.95066412745093,213.24554264026,0.0154039603294457,-0.0462667976492578,0.0440215152679193,30.011094631498,89.9749542236328,1.25678189458173,0.00506910268631522,39.4278659162065,41.8340935566028
2.4200000022538,3,108.254967538943,0.0438002897998663,21.4031488173845,176.25035190228,71.9792344644666,1.95332372378012,256.591970291217,0.015597614736894,-0.0479244157650216,0.0452989626305154,33.9573771654861,89.9881774902344,1.49495104778812,0.00660837521577229,42.7993357188351,45.6693757972999
2.62000000244007,3,112.7470005946,0.0489702127133459,23.288698873039,176.488410495465,71.8805530145764,1.95598814608074,304.044816560901,0.0158490908878716,-0.0492749072586994,0.0430401291469589,38.2798373058566,89.9944030761719,1.75374872410454,0.00843521697116031,46.1351036047197,49.5101817357064
2.82000000262633,3,117.616732576862,0.0572483918437319,25.1795196084324,176.747003864214,71.7818715646863,1.95865878911072,355.624772082184,0.015987062689784,-0.050757746330192,0.0449215638894465,42.97952432886,89.9888061523438,2.0331443972144,0.0105754018370552,49.4351599429657,53.3565478470252
3.02000000281259,3,122.865221640829,0.0638493457008259,27.0756258651545,177.026245888196,71.6831853464246,1.96133591714485,411.351492800156,0.0161676026525229,-0.0524059953543573,0.0488838676365097,48.0574848174106,89.9832092285156,2.33310039349926,0.0130549856782822,52.699497266943,57.2085116885335
3.22000000299886,3,128.493526835961,0.0709645801770131,28.9770329940929,177.326201517739,71.584508664906,1.96401852695974,471.243575418129,0.0162733189937639,-0.0539687940795671,0.0502154314072137,53.5147906575317,89.9932464599609,2.65357200582094,0.0159001812787659,55.928134277984,61.0661097676822
3.42000000318512,3,134.50270918099,0.0794666506408059,30.8837545016994,177.646910548143,71.4858224466443,1.96670719045163,535.318653463773,0.0164153587281291,-0.055708246523587,0.0536869785085639,59.3524944749591,89.996044921875,2.99450756539234,0.0191374987484878,59.1210875718399,64.929380574895
