TimeSinceMark,CurrentStage,AltitudeASL,DownRange,SpeedSurface,SpeedOrbital,Mass,Acceleration,Q,AoA,AoS,AoD,AltitudeTrue,Pitch,GravityLosses,DragLosses,SteeringLosses,DeltaVExpended
0,5,84.156215704768,0.0178813934326172,0.00289514735165052,174.966824209775,71.0255651674233,0.994860804713073,4.70378273063218E-06,0,0,0,11.6731504059245,89.9726501464844,0,0,0,0
0.0200000000186265,5,84.160867151455,0.0126440545532682,0.00300678878217291,174.966826133766,70.2255651555024,0.995145854320636,4.70244918193658E-06,0,0,0,11.6736156131583,89.9718292236328,0,2.74663669951112E-11,0,0
0.220000000204891,5,84.2921571865445,0.0126440545532682,1.09374023790166,174.966285268127,70.1268789372407,1.50047440472001,0.449852518538757,-0.0732207941428585,-0.364718506230898,0.603948415997034,11.7321524438635,89.9802673339844,0.0122604115308208,6.92189284907092E-06,3.91154474597349,3.93515953285972
0.420000000391155,5,84.7325706342817,0.0126440545532682,3.07962938019968,174.993966268622,70.0282022557221,2.00718907165924,4.6553741508151,-0.0631426393687422,-0.00972870486971396,0.0656227176575114,12.0185455008014,89.9870208740234,0.0467784853833496,5.54286942745023E-05,7.78356039032456,7.87588191719659
0.62000000057742,5,85.5708547072136,0.0126440545532682,5.07149925019443,175.038511901592,69.9295160374604,2.01027558241463,13.3142675717444,-0.049934977612087,-0.0235258350936375,0.0509501652081703,12.6776923688489,89.9825378417969,0.103607870491186,0.000190252744094401,11.6163123820003,11.8222085896034
0.820000000763685,5,86.8081302893581,0.0126440545532682,7.06889679920842,175.107118450348,69.8308345875703,2.01309678542241,26.4602213862955,-0.0463372638148451,-0.0243434661192279,0.0475443523821188,13.7353306802223,89.988134765625,0.182787986764155,0.00045670982594288,15.4093705612946,15.7741791702547
1.02000000094995,5,88.4455016901018,0.0126440545532682,9.07181056496268,175.198304583196,69.7321531376801,2.01590362390161,44.1260565761275,-0.0443638497863603,-0.0266826091116753,0.0483548019920812,15.1925691993686,89.99208984375,0.284349707180959,0.000900267957828299,19.1627269419261,19.7318335705035
1.22000000113621,5,90.4840720478562,0.0154857409677107,11.0802393293631,175.312736915534,69.63347168779,2.01870816398015,66.3433349747503,-0.0427685679654958,-0.0295305556974381,0.0464707878034478,17.0505092102441,89.9944030761719,0.408314590201771,0.00156691340494409,22.8761804586588,23.6952134528597
1.42000000132248,5,92.9249431282515,0.0178813934326172,13.0941794257106,175.450372023499,69.5347902378999,2.02150990596186,93.1422947087682,-0.0416356776118989,-0.0322533771717349,0.0474316591088563,19.3102561765991,90,0.5546951713022,0.0025029419525219,26.5496476110853,27.6643593468878
1.62000000150874,5,95.769218524755,0.0126440545532682,15.1136287259087,175.611405452855,69.4361040196382,2.0243087087926,124.551908836,-0.0406325868345197,-0.0352249779111886,0.0502762540910949,21.9729096046183,90,0.723494757360183,0.00375503561226758,30.1830137500581,31.639312425805
1.82000000169501,5,99.0179989595897,0.0178813934326172,17.1385845873434,175.795939522492,69.3374273381196,2.02710498281959,160.599747713328,-0.0397574461317603,-0.0381448740180521,0.0499148785281249,25.0395747754548,89.9980224609375,0.914707464402955,0.00537019776341439,33.7762033456542,35.6201128727858
2.02000000188127,5,102.67238473238,0.0178813934326172,19.169042031683,176.004078515397,69.2387411198579,2.02989757845881,201.311945181171,-0.0389587006970953,-0.0412021234803681,0.0510867037010573,28.5113495818805,89.996044921875,1.1283181715298,0.0073957458059123,37.3291473471844,39.6068029791184
2.22000000206754,5,106.733477437054,0.0252881091065364,21.2049977143919,176.235952930662,69.1400596699677,2.03268740014676,246.71326423974,-0.0382030231323812,-0.0442086140610195,0.0559089834866664,32.3893353744922,90,1.36430250574277,0.00987930091977711,40.8417988129017,43.5994231990601
2.4200000022538,5,111.202374282456,0.0282729654923235,23.2464502175639,176.49162457985,69.0413782200776,2.0354744056004,296.827210746884,-0.0374814880649704,-0.0472676451336887,0.0540971940803986,36.6746305099805,90,1.62262696075532,0.0128688297903267,44.3141294203261,47.5980176582654
2.62000000244007,5,116.080176840944,0.0334530239114816,25.2933941820002,176.771199054079,68.9426967701875,2.03825729473937,351.675555074342,-0.0368122059922415,-0.0502388784877688,0.0579893800295924,41.3683356874331,89.9940673828125,1.90324883187015,0.0164124942814856,47.7461301715275,51.6026264067366
2.82000000262633,5,121.367980287434,0.0389715934712351,27.3458250685185,177.074765668773,68.8440153202973,2.04103731743877,411.278796657245,-0.0361202918889596,-0.0532708051051041,0.0605629653250978,46.4715577015968,89.9940673828125,2.20611628578549,0.0205588487946065,51.1377985141938,55.6132913604698
3.02000000281259,5,127.066881149856,0.0455887870215725,29.4037406673777,177.402352950513,68.7453291020356,2.04381443279623,475.655988121375,-0.0354373777728031,-0.0563545571312877,0.0615784997213645,51.9853775813116,89.9980224609375,2.53116855750871,0.025356633167349,54.4891567872022,59.6300567509784
3.22000000299886,5,133.177976150997,0.0521327724591968,31.467131208968,177.754055863567,68.6466524205171,2.04658239532426,544.824283296423,-0.0348006367311944,-0.0594211970951418,0.0649863452525499,57.9109002199746,90,2.87833583113293,0.0308779400104966,57.80024082971,63.6529628891318
3.42000000318512,5,139.702357438032,0.0606387554090494,33.5359838400587,178.129933275985,68.5479662022553,2.04935159569604,618.799308708818,-0.0341873060348829,-0.0623367598397303,0.0687585033577335,64.2492183230945,90,3.24753936272469,0.0371350068721038,61.0711161181738,67.6820535875193
